id,price
0,7.055890000000004
1,8.359214999999999
2,7.6267200000000015
3,8.489050000000002
4,9.561590000000011
5,8.40815
6,6.189940000000002
7,9.238919999999997
8,8.884410000000006
9,8.948609999999997
10,8.438539999999994
11,7.510259999999996
12,9.293429999999997
13,7.991030000000006
14,9.576019999999996
15,6.888530000000006
16,6.614449999999992
17,6.429959999999995
18,8.600090000000002
19,8.394250000000003
20,6.8167300000000015
21,6.2897300000000005
22,9.489829999999998
23,7.364530000000011
24,9.119800000000007
25,6.47301
26,7.887849999999997
27,8.19276000000001
28,6.946959999999997
29,8.903309999999994
30,8.426860000000001
31,8.444170000000009
32,9.605910000000007
33,8.422869999999996
34,7.8927099999999975
35,6.403180000000003
36,7.963669999999997
37,6.573031999999999
38,8.817149999999994
39,7.1658349999999995
40,6.754699999999998
41,7.863089999999993
42,8.997560000000007
43,8.324830000000002
44,6.271899999999997
45,8.236079999999998
46,8.927180000000005
47,7.341249999999994
48,8.313550000000001
49,6.170820000000004
50,7.709970000000003
51,8.235960000000006
52,8.696720000000001
53,7.770554999999996
54,7.959050000000002
55,8.28175000000001
56,7.963176666666662
57,9.483979999999997
58,7.777240000000007
59,7.161820000000002
60,7.540780000000003
61,7.617960000000002
62,7.483119999999993
63,8.45201
64,8.190000000000005
65,8.682935000000002
66,8.507530000000001
67,6.95954
68,7.608519999999999
69,6.819739999999996
70,7.862349999999991
71,7.0633199999999965
72,7.506230000000003
73,9.644990000000004
74,7.058640000000004
75,6.405013333333333
76,6.672800000000007
77,6.267810000000008
78,8.91609
79,8.35949
80,6.6644799999999975
81,8.390859999999996
82,6.881430000000008
83,6.826491833333331
84,6.391759999999996
85,7.642410000000007
86,7.697430000000002
87,8.563839999999997
88,7.165810000000004
89,6.268560000000001
90,7.018620000000004
91,6.82912
92,5.939810000000005
93,6.522229999999999
94,6.294349999999993
95,6.8761199999999985
96,8.300479999999999
97,6.545369999999998
98,8.345559999999999
99,7.855670000000001
100,7.361079999999999
101,8.150890000000013
102,8.512020000000001
103,8.000329999999998
104,8.313030000000003
105,7.7739500000000055
106,7.734970000000005
107,7.540919999999996
108,8.665420000000001
109,7.375579999999998
110,6.797360000000008
111,6.203699999999995
112,8.029980000000005
113,6.878020000000013
114,6.51406
115,6.106550000000003
116,6.095240000000001
117,8.548260000000004
118,6.3116699999999994
119,6.898570000000009
120,6.731629999999999
121,9.085679999999998
122,6.545750000000002
123,9.220819999999998
124,7.8779800000000035
125,8.119230000000002
126,7.391930000000005
127,8.268199999999998
128,7.029890000000002
129,6.6415600000000055
130,8.414189999999998
131,8.03172
132,8.322230000000008
133,8.01114
134,9.698189999999997
135,6.605229999999998
